Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr5_126915134_126917983,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,chr5_126915134,chr5_126917983
chr5_127966928_128061143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,chr5_127966928,chr5_128061143
chr5_128024298_128061143,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,chr5_128024298,chr5_128061143
chr5_131162477_131162571,,,,,,,,,,,,,,,,20.0,,,,35.0,,,,,,,,,,,,,chr5_131162477,chr5_131162571
chr5_131159611_131162571,21.0,,,,,13.0,30.0,8.0,,,13.0,20.0,7.0,,,69.0,,,,,10.0,34.0,34.0,,,88.0,9.0,7.0,,,,,chr5_131159611,chr5_131162571
chr5_131264166_131315975,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,chr5_131264166,chr5_131315975
chr5_131286727_131315975,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr5_131286727,chr5_131315975
chr5_132271466_132272024,,,,,,,30.0,,,,,,,,,33.0,,,,,,,,,,,,,,,,,chr5_132271466,chr5_132272024
chr5_132271908_132272024,2.0,,,,,,33.0,,,6.0,,,4.0,,,,,,,,,,,,,,,,,,,10.0,chr5_132271908,chr5_132272024
chr5_132295009_132331755,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,chr5_132295009,chr5_132331755
chr5_132327403_132331755,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_132327403,chr5_132331755
chr5_132484497_132486250,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_132484497,chr5_132486250
chr5_132485716_132486250,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,2.0,,5.0,chr5_132485716,chr5_132486250
chr5_132486373_132486556,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,15.0,chr5_132486373,chr5_132486556
chr5_132485716_132486556,,,,,7.0,,,,,,,,4.0,,,40.0,,,,,,,,,,,,,,,,,chr5_132485716,chr5_132486556
chr5_132484497_132486556,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_132484497,chr5_132486556
chr5_132575928_132587561,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_132575928,chr5_132587561
chr5_132580066_132587561,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr5_132580066,chr5_132587561
chr5_132866687_132866868,,,,,,,,,,,,,,,,,35.0,,,,,1.0,6.0,,,,,,,,,,chr5_132866687,chr5_132866868
chr5_132866691_132866868,,,,,,,,,,,,6.0,,,,,22.0,,,,,,,,,,,,,,,,chr5_132866691,chr5_132866868
chr5_132998850_133006758,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,chr5_132998850,chr5_133006758
chr5_133000173_133006758,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,chr5_133000173,chr5_133006758
chr5_133006920_133026496,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,3.0,,,,,chr5_133006920,chr5_133026496
chr5_133022906_133026496,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,chr5_133022906,chr5_133026496
chr5_134200496_134200984,24.0,19.0,13.0,19.0,,15.0,,,,,,8.0,1.0,9.0,,20.0,,,,,5.0,13.0,,,,,3.0,,10.0,,45.0,11.0,chr5_134200496,chr5_134200984
chr5_134199204_134200984,,,,,6.0,,,,,,,,7.0,,,,,,32.0,,,,31.0,,,,,,,,,,chr5_134199204,chr5_134200984
chr5_134376694_134388324,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_134376694,chr5_134388324
chr5_134380808_134388324,8.0,23.0,,,,4.0,5.0,17.0,,,,22.0,25.0,,61.0,,,,,,,,,,,,9.0,,18.0,,57.0,,chr5_134380808,chr5_134388324
chr5_134738792_134743986,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_134738792,chr5_134743986
chr5_134741523_134743986,,,,,,,,,,,,,,,,,14.0,,,,,19.0,,,,,,,,2.0,,,chr5_134741523,chr5_134743986
chr5_135350913_135360496,,6.0,,,,,,,,,,,,,,,,,20.0,,,,,4.0,,,,,,,,,chr5_135350913,chr5_135360496
chr5_135353045_135360496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,10.0,chr5_135353045,chr5_135360496
chr5_135360604_135369405,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_135360604,chr5_135369405
chr5_135360607_135369405,,,,,,,,,,,,,11.0,,,,,,,,,,4.0,3.0,,,,,,,,,chr5_135360607,chr5_135369405
chr5_138019146_138021030,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_138019146,chr5_138021030
chr5_138018514_138021030,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr5_138018514,chr5_138021030
chr5_138138753_138139370,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_138138753,chr5_138139370
chr5_138138785_138139370,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,chr5_138138785,chr5_138139370
chr5_138561789_138567000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,chr5_138561789,chr5_138567000
chr5_138566718_138567000,,,8.0,22.0,7.0,,,,,,2.0,26.0,18.0,,,,,,28.0,,1.0,,22.0,,,,3.0,,,,,,chr5_138566718,chr5_138567000
chr5_138573850_138575237,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_138573850,chr5_138575237
chr5_138574126_138575237,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,chr5_138574126,chr5_138575237
chr5_13923440_13928093,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,chr5_13923440,chr5_13928093
chr5_13923322_13928093,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_13923322,chr5_13928093
chr5_139308327_139314674,5.0,,,,,4.0,,,,,,,24.0,,,3.0,,,,,,21.0,36.0,,,,,,26.0,,,,chr5_139308327,chr5_139314674
chr5_139293805_139314674,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,chr5_139293805,chr5_139314674
chr5_139294028_139314674,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_139294028,chr5_139314674
chr5_140281533_140303040,,,,,,6.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,chr5_140281533,chr5_140303040
chr5_140300582_140303040,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,1.0,,,,,chr5_140300582,chr5_140303040
chr5_140542281_140548905,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_140542281,chr5_140548905
chr5_140547840_140548905,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,chr5_140547840,chr5_140548905
chr5_141973742_141980122,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,chr5_141973742,chr5_141980122
chr5_141978830_141980122,,,2.0,,,,,,,,,,,,,36.0,,,,,,,21.0,,,,3.0,,,,54.0,,chr5_141978830,chr5_141980122
chr5_141978830_141983379,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_141978830,chr5_141983379
chr5_141980351_141983379,,,,,3.0,,,,,,,,11.0,,,23.0,,,,,,,20.0,,,67.0,5.0,,,,66.0,,chr5_141980351,chr5_141983379
chr5_142007900_142011911,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,chr5_142007900,chr5_142011911
chr5_142006326_142011911,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,chr5_142006326,chr5_142011911
chr5_142135817_142140562,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr5_142135817,chr5_142140562
chr5_142137858_142140562,,,,,,2.0,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,chr5_142137858,chr5_142140562
chr5_146459337_146463550,,,,,,4.0,,5.0,,,5.0,12.0,,,,,,,,,,,,,,,1.0,,,2.0,,,chr5_146459337,chr5_146463550
chr5_146462096_146463550,,,,,,,,,,,,21.0,8.0,,,,,,,,,,,,,,,,,,,,chr5_146462096,chr5_146463550
chr5_149509953_149513069,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,7.0,chr5_149509953,chr5_149513069
chr5_149511872_149513069,17.0,,29.0,,,17.0,,33.0,4.0,,5.0,10.0,80.0,,,13.0,,,38.0,,,,,61.0,6.0,,,,,1.0,,3.0,chr5_149511872,chr5_149513069
chr5_149513209_149520289,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,chr5_149513209,chr5_149520289
chr5_149517877_149520289,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_149517877,chr5_149520289
chr5_149525171_149550074,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_149525171,chr5_149550074
chr5_149520388_149550074,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_149520388,chr5_149550074
chr5_150402625_150404679,1.0,,,,7.0,,,9.0,,,,,49.0,23.0,,30.0,,64.0,53.0,200.0,18.0,,45.0,138.0,,24.0,,,,18.0,192.0,,chr5_150402625,chr5_150404679
chr5_150403312_150404679,,,,,,,12.0,,,,,5.0,,,,,,,,,3.0,,,76.0,20.0,66.0,,,,,100.0,,chr5_150403312,chr5_150404679
chr5_151109846_151117126,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,4.0,,,chr5_151109846,chr5_151117126
chr5_151110644_151117126,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,7.0,chr5_151110644,chr5_151117126
chr5_151730477_151746278,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr5_151730477,chr5_151746278
chr5_151730550_151746278,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,chr5_151730550,chr5_151746278
chr5_151742959_151746278,,,,,,,,6.0,,,,,6.0,,,,,49.0,,,,,5.0,,,,,4.0,,,,,chr5_151742959,chr5_151746278
chr5_158699142_158707978,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,chr5_158699142,chr5_158707978
chr5_158698315_158707978,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,chr5_158698315,chr5_158707978
chr5_159194824_159209230,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,chr5_159194824,chr5_159209230
chr5_159203656_159209230,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,chr5_159203656,chr5_159209230
chr5_160094065_160118804,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_160094065,chr5_160118804
chr5_160108614_160118804,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,chr5_160108614,chr5_160118804
chr5_160415310_160419022,,,,,,,,,4.0,,,,,,,,,,3.0,,,,,,,,,,,,19.0,,chr5_160415310,chr5_160419022
chr5_160417241_160419022,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_160417241,chr5_160419022
chr5_168497348_168506020,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_168497348,chr5_168506020
chr5_168502105_168506020,,,,12.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,1.0,,,chr5_168502105,chr5_168506020
chr5_170335854_170383678,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_170335854,chr5_170383678
chr5_170378973_170383678,21.0,19.0,,,7.0,,15.0,,,,,,,18.0,,,,,,,,52.0,,,,,,,,,,,chr5_170378973,chr5_170383678
chr5_170809755_170811955,,,,,,,,,,,29.0,39.0,,,,,,,,,20.0,,,,,,,,,,,,chr5_170809755,chr5_170811955
chr5_170808752_170811955,,,,,,,,,,,13.0,19.0,,,,,,,,,,,,,,,,,,,,,chr5_170808752,chr5_170811955
chr5_172769132_172770160,,,,,,,,,6.0,,,,,,,,,,11.0,,,,,,,,,,,,,,chr5_172769132,chr5_172770160
chr5_172769794_172770160,45.0,,,,20.0,,,16.0,210.0,,7.0,,16.0,,,,,8.0,932.0,6.0,23.0,53.0,290.0,1.0,,,5.0,6.0,,110.0,6.0,2.0,chr5_172769794,chr5_172770160
chr5_176348356_176359480,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_176348356,chr5_176359480
chr5_176355749_176359480,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,4.0,,,,,,chr5_176355749,chr5_176359480
chr5_176355749_176359810,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_176355749,chr5_176359810
chr5_176359567_176359810,,,,,,,8.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,chr5_176359567,chr5_176359810
chr5_176359567_176361601,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_176359567,chr5_176361601
chr5_176359918_176361601,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_176359918,chr5_176361601
chr5_176384374_176385220,22.0,,,,,7.0,,73.0,,,,30.0,23.0,,101.0,,,,,89.0,,,58.0,,,,12.0,12.0,,,,,chr5_176384374,chr5_176385220
chr5_176384283_176385220,,,,,,,32.0,,,,,,,,,,,117.0,,,,,,30.0,,,,,,,,,chr5_176384283,chr5_176385220
chr5_176385327_176388432,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,chr5_176385327,chr5_176388432
chr5_176388343_176388432,,,,,,1.0,,,,,,,2.0,,,,,42.0,,7.0,,,,,,,,,,,,,chr5_176388343,chr5_176388432
chr5_179577136_179585795,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_179577136,chr5_179585795
chr5_179581012_179585795,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,chr5_179581012,chr5_179585795
chr5_179607659_179609375,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,chr5_179607659,chr5_179609375
chr5_179608616_179609375,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,chr5_179608616,chr5_179609375
chr5_179645465_179668216,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr5_179645465,chr5_179668216
chr5_179663103_179668216,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,chr5_179663103,chr5_179668216
chr5_179699102_179705678,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_179699102,chr5_179705678
chr5_179699049_179705678,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,chr5_179699049,chr5_179705678
chr5_179848066_179853377,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,chr5_179848066,chr5_179853377
chr5_179853276_179853377,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,chr5_179853276,chr5_179853377
chr5_179894614_179899188,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr5_179894614,chr5_179899188
chr5_179899101_179899188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,chr5_179899101,chr5_179899188
chr5_1802374_1814338,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr5_1802374,chr5_1814338
chr5_1812382_1814338,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_1812382,chr5_1814338
chr5_225562_225882,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,18.0,,chr5_225562,chr5_225882
chr5_224521_225882,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_224521,chr5_225882
chr5_306760_311292,,,,,,19.0,,,10.0,,,,,,,,,,29.0,,3.0,,44.0,,,57.0,13.0,5.0,,,,,chr5_306760,chr5_311292
chr5_306754_311292,,7.0,10.0,,,,,,,,5.0,,,,105.0,,,,,,,,,,,,,,,1.0,,22.0,chr5_306754,chr5_311292
chr5_272772_311292,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_272772,chr5_311292
chr5_272772_314416,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,chr5_272772,chr5_314416
chr5_304221_314416,,,,,,,,,,,,21.0,,,,,,,,,,,34.0,,,,,,,,,,chr5_304221,chr5_314416
chr5_311402_314416,,11.0,8.0,,,31.0,27.0,,22.0,,19.0,,13.0,,128.0,,,,41.0,,7.0,,91.0,,,83.0,25.0,12.0,,9.0,,19.0,chr5_311402,chr5_314416
chr5_313850_314416,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,chr5_313850,chr5_314416
chr5_31995718_32010329,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,chr5_31995718,chr5_32010329
chr5_32000271_32010329,,11.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,chr5_32000271,chr5_32010329
chr5_32259545_32263112,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_32259545,chr5_32263112
chr5_32255768_32263112,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_32255768,chr5_32263112
chr5_32405213_32406773,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_32405213,chr5_32406773
chr5_32404097_32406773,,,,,,,,,,,,,,,,,,,,70.0,,,,74.0,,,3.0,,10.0,,69.0,,chr5_32404097,chr5_32406773
chr5_35070265_35089550,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr5_35070265,chr5_35089550
chr5_35086340_35089550,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_35086340,chr5_35089550
chr5_35089663_35230267,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr5_35089663,chr5_35230267
chr5_35118122_35230267,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,chr5_35118122,chr5_35230267
chr5_37079821_37108292,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_37079821,chr5_37108292
chr5_37107778_37108292,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,chr5_37107778,chr5_37108292
chr5_37352829_37363887,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_37352829,chr5_37363887
chr5_37358151_37363887,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,chr5_37358151,chr5_37363887
chr5_39392756_39393253,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,chr5_39392756,chr5_39393253
chr5_39392463_39393253,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,64.0,,chr5_39392463,chr5_39393253
chr5_39394421_39418180,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,chr5_39394421,chr5_39418180
chr5_39417610_39418180,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,chr5_39417610,chr5_39418180
chr5_40771863_40775409,,,,,,,,,,6.0,5.0,,,,28.0,,,,,,,,,,,,,,,,,,chr5_40771863,chr5_40775409
chr5_40774972_40775409,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr5_40774972,chr5_40775409
chr5_41925498_41929696,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,chr5_41925498,chr5_41929696
chr5_41927248_41929696,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,chr5_41927248,chr5_41929696
chr5_42808366_42811835,,17.0,,,7.0,3.0,3.0,,,3.0,,,,,54.0,,,168.0,69.0,107.0,,8.0,95.0,9.0,,82.0,,,4.0,,81.0,,chr5_42808366,chr5_42811835
chr5_42801331_42811835,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_42801331,chr5_42811835
chr5_42804773_42811835,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_42804773,chr5_42811835
chr5_43137205_43139164,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_43137205,chr5_43139164
chr5_43123310_43139164,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,chr5_43123310,chr5_43139164
chr5_43123310_43161248,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,chr5_43123310,chr5_43161248
chr5_43139309_43161248,,,,,,,51.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,,chr5_43139309,chr5_43161248
chr5_43297166_43298517,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_43297166,chr5_43298517
chr5_43298134_43298517,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,chr5_43298134,chr5_43298517
chr5_44746038_44808641,,,,,,,,,,,,,19.0,,,13.0,47.0,,,,,,,,,,,,,,,28.0,chr5_44746038,chr5_44808641
chr5_44747696_44808641,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr5_44747696,chr5_44808641
chr5_44777328_44808641,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,chr5_44777328,chr5_44808641
chr5_50667186_50750150,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,chr5_50667186,chr5_50750150
chr5_50668125_50750150,,,2.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,chr5_50668125,chr5_50750150
chr5_55491114_55534571,,,,,,,34.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,chr5_55491114,chr5_55534571
chr5_55468149_55534571,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_55468149,chr5_55534571
chr5_55475450_55534571,9.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,chr5_55475450,chr5_55534571
chr5_55964312_55976214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,chr5_55964312,chr5_55976214
chr5_55969855_55976214,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_55969855,chr5_55976214
chr5_57176400_57230845,21.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,chr5_57176400,chr5_57230845
chr5_57214193_57230845,,,,10.0,,6.0,18.0,5.0,,,3.0,,,,,,,,,,,,,,,,,,,11.0,,,chr5_57214193,chr5_57230845
chr5_57221396_57230845,,,,,,,3.0,,,,,,,,,25.0,,,,,,,,,,,,,4.0,,,,chr5_57221396,chr5_57230845
chr5_58455409_58455538,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_58455409,chr5_58455538
chr5_58455414_58455538,104.0,121.0,11.0,,14.0,33.0,36.0,,90.0,,,,107.0,,,,,,,,58.0,122.0,28.0,,,,10.0,,,7.0,,,chr5_58455414,chr5_58455538
chr5_66153596_66159218,14.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,2.0,41.0,,chr5_66153596,chr5_66159218
chr5_66158932_66159218,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,chr5_66158932,chr5_66159218
chr5_66162592_66163791,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,55.0,,chr5_66162592,chr5_66163791
chr5_66162483_66163791,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,chr5_66162483,chr5_66163791
chr5_66175041_66178718,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,chr5_66175041,chr5_66178718
chr5_66177658_66178718,,,,,3.0,,,,5.0,2.0,,,,,,,,,,,,,10.0,,,,,,,,,,chr5_66177658,chr5_66178718
chr5_6623285_6631872,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,chr5_6623285,chr5_6631872
chr5_6625669_6631872,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr5_6625669,chr5_6631872
chr5_68215949_68226289,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,chr5_68215949,chr5_68226289
chr5_68215953_68226289,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,chr5_68215953,chr5_68226289
chr5_69292347_69294792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,chr5_69292347,chr5_69294792
chr5_69292362_69294792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,chr5_69292362,chr5_69294792
chr5_69365754_69366502,,8.0,,,,,,,,3.0,,3.0,,,,23.0,,,15.0,77.0,,,7.0,,,,,,10.0,,,,chr5_69365754,chr5_69366502
chr5_69355953_69366502,11.0,,,,,4.0,,,,,,,,,,,,73.0,,76.0,,,,,,,,,5.0,,,,chr5_69355953,chr5_69366502
chr5_69355953_69369462,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,chr5_69355953,chr5_69369462
chr5_69366595_69369462,,,,,,,,,,,,,,,,,7.0,37.0,39.0,25.0,,,5.0,,,,,4.0,17.0,,,,chr5_69366595,chr5_69369462
chr5_69369933_69371034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,chr5_69369933,chr5_69371034
chr5_69370284_69371034,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr5_69370284,chr5_69371034
chr5_71061306_71061687,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,chr5_71061306,chr5_71061687
chr5_71061308_71061687,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_71061308,chr5_71061687
chr5_71206978_71220281,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_71206978,chr5_71220281
chr5_71208130_71220281,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_71208130,chr5_71220281
chr5_71636167_71641002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr5_71636167,chr5_71641002
chr5_71635246_71641002,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr5_71635246,chr5_71641002
chr5_72179907_72183742,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,chr5_72179907,chr5_72183742
chr5_72115799_72183742,19.0,,,,,,,,,,,,,57.0,,,,,3.0,,,20.0,,,29.0,,,,,,,,chr5_72115799,chr5_72183742
chr5_72816752_72848384,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_72816752,chr5_72848384
chr5_72848251_72848384,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,chr5_72848251,chr5_72848384
chr5_73554388_73555487,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,chr5_73554388,chr5_73555487
chr5_73554986_73555487,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,chr5_73554986,chr5_73555487
chr5_75359511_75359984,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr5_75359511,chr5_75359984
chr5_75359556_75359984,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,,,,,1.0,,,,,chr5_75359556,chr5_75359984
chr5_78421960_78459244,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr5_78421960,chr5_78459244
chr5_78450034_78459244,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,chr5_78450034,chr5_78459244
chr5_7873526_7875257,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,chr5_7873526,chr5_7875257
