Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr4_165327764_165333339,,,,,,,,,,,,,,,,,,,,8.0,,,26.0,,,,2.0,,,,,,chr4_165327764,chr4_165333339
chr4_168891057_168894578,,,,,,,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,2.0,,,chr4_168891057,chr4_168894578
chr4_168891057_168903756,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_168891057,chr4_168903756
chr4_168903906_168913926,14.0,,,,,,26.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,chr4_168903906,chr4_168913926
chr4_168903906_168915894,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_168903906,chr4_168915894
chr4_169269307_169270858,4.0,,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,chr4_169269307,chr4_169270858
chr4_169269307_169271607,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,chr4_169269307,chr4_169271607
chr4_173295526_173295763,,,,,,,,,,,,,7.0,,,,,66.0,,,,,,,,,,8.0,,,,,chr4_173295526,chr4_173295763
chr4_173295526_173298114,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_173295526,chr4_173298114
chr4_174316290_174317334,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_174316290,chr4_174317334
chr4_174316290_174316529,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,chr4_174316290,chr4_174316529
chr4_17621699_17623600,,,,30.0,,,,,,,,,,,,,,,,,,,,,,108.0,5.0,,,,,,chr4_17621699,chr4_17623600
chr4_17621699_17668208,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,chr4_17621699,chr4_17668208
chr4_182915575_182917287,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,13.0,,chr4_182915575,chr4_182917287
chr4_182915575_182917310,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,chr4_182915575,chr4_182917310
chr4_183705070_183706725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr4_183705070,chr4_183706725
chr4_183705070_183706806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,chr4_183705070,chr4_183706806
chr4_184638468_184648464,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,chr4_184638468,chr4_184648464
chr4_184638468_184649394,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,chr4_184638468,chr4_184649394
chr4_185514890_185520765,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_185514890,chr4_185520765
chr4_185514890_185523361,,,,27.0,,,22.0,,,,,47.0,,,,28.0,,,101.0,,10.0,,,41.0,,,3.0,31.0,15.0,,32.0,,chr4_185514890,chr4_185523361
chr4_185630598_185646667,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,chr4_185630598,chr4_185646667
chr4_185630598_185635354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr4_185630598,chr4_185635354
chr4_185652728_185656614,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,chr4_185652728,chr4_185656614
chr4_185652728_185657423,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,chr4_185652728,chr4_185657423
chr4_24576678_24580719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr4_24576678,chr4_24580719
chr4_24576678_24584322,,,,,6.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,1.0,,,chr4_24576678,chr4_24584322
chr4_25351689_25353130,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr4_25351689,chr4_25353130
chr4_25351689_25361858,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,chr4_25351689,chr4_25361858
chr4_26321048_26362445,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,chr4_26321048,chr4_26362445
chr4_26321048_26386352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr4_26321048,chr4_26386352
chr4_2700544_2716022,4.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,chr4_2700544,chr4_2716022
chr4_2700544_2703267,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,chr4_2700544,chr4_2703267
chr4_2894093_2894581,,,,,,6.0,,,14.0,,,,,16.0,,,,,,,,,,,,,,,,,,,chr4_2894093,chr4_2894581
chr4_2894093_2898183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr4_2894093,chr4_2898183
chr4_2898327_2898432,,,2.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,chr4_2898327,chr4_2898432
chr4_2898327_2899159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr4_2898327,chr4_2899159
chr4_38867834_38878070,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,chr4_38867834,chr4_38878070
chr4_38867834_38891742,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,chr4_38867834,chr4_38891742
chr4_39321374_39323339,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,chr4_39321374,chr4_39323339
chr4_39321374_39326562,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_39321374,chr4_39326562
chr4_39510550_39514082,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr4_39510550,chr4_39514082
chr4_39510550_39510660,,,16.0,,13.0,30.0,,,,,,,37.0,,,,7.0,,,31.0,,,82.0,10.0,,,2.0,46.0,,6.0,3.0,7.0,chr4_39510550,chr4_39510660
chr4_39552158_39572414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,chr4_39552158,chr4_39572414
chr4_39552158_39556427,,,,,,28.0,,,,27.0,,,37.0,,,,,53.0,36.0,,,,2.0,,,50.0,,2.0,20.0,,,4.0,chr4_39552158,chr4_39556427
chr4_39556570_39572414,,,4.0,,,76.0,,,,25.0,5.0,,49.0,,,,,54.0,81.0,,,,24.0,,,74.0,9.0,25.0,26.0,,,51.0,chr4_39556570,chr4_39572414
chr4_39556570_39605070,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_39556570,chr4_39605070
chr4_40544506_40629395,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr4_40544506,chr4_40629395
chr4_40544506_40630462,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_40544506,chr4_40630462
chr4_41143142_41177558,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_41143142,chr4_41177558
chr4_41143142_41214404,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,chr4_41143142,chr4_41214404
chr4_41619440_41638931,,,,,3.0,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,chr4_41619440,chr4_41638931
chr4_41619440_41644499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,chr4_41619440,chr4_41644499
chr4_437511_472574,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,chr4_437511,chr4_472574
chr4_437511_438551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,chr4_437511,chr4_438551
chr4_437511_438459,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,chr4_437511,chr4_438459
chr4_438632_442053,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,chr4_438632,chr4_442053
chr4_438632_444342,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,chr4_438632,chr4_444342
chr4_44686713_44688006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr4_44686713,chr4_44688006
chr4_44686713_44689285,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,chr4_44686713,chr4_44689285
chr4_47453214_47456576,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,chr4_47453214,chr4_47456576
chr4_47453214_47456582,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,chr4_47453214,chr4_47456582
chr4_48383784_48394575,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_48383784,chr4_48394575
chr4_48383784_48420124,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_48383784,chr4_48420124
chr4_48885565_48894005,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,chr4_48885565,chr4_48894005
chr4_48885565_48892771,,,,20.0,,5.0,,,,19.0,7.0,,14.0,,,,,,46.0,,,,7.0,,,,1.0,13.0,,2.0,,,chr4_48885565,chr4_48892771
chr4_48897857_48899828,,,,5.0,,,,,,,4.0,,,,,,,,41.0,,,,1.0,,,5.0,,,,,,,chr4_48897857,chr4_48899828
chr4_48897857_48904483,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_48897857,chr4_48904483
chr4_49650410_49651994,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_49650410,chr4_49651994
chr4_49650410_49655989,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,chr4_49650410,chr4_49655989
chr4_53377923_53379072,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,chr4_53377923,chr4_53379072
chr4_53377923_53379224,,,,,4.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,chr4_53377923,chr4_53379224
chr4_53391139_53391429,,,,,,,,,,10.0,,,,6.0,,,,,,,,,,,,,,,,,,,chr4_53391139,chr4_53391429
chr4_53391139_53399729,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr4_53391139,chr4_53399729
chr4_53399839_53414614,,,,,3.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,chr4_53399839,chr4_53414614
chr4_53399839_53425871,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,chr4_53399839,chr4_53425871
chr4_53428183_53442652,,,,,6.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,chr4_53428183,chr4_53442652
chr4_53428183_53440581,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,chr4_53428183,chr4_53440581
chr4_54280482_54281580,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,chr4_54280482,chr4_54281580
chr4_54280482_54285370,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,chr4_54280482,chr4_54285370
chr4_54699766_54703720,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,chr4_54699766,chr4_54703720
chr4_54699766_54703723,,,,,,,,,,,2.0,29.0,,,,,,,,,,,,,,,,,,,,,chr4_54699766,chr4_54703723
chr4_54729485_54731327,,,,,,,,7.0,,,4.0,,,,,,,,,,7.0,,,,,,,,,,,,chr4_54729485,chr4_54731327
chr4_54729485_54731330,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_54729485,chr4_54731330
chr4_55871958_55872754,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,chr4_55871958,chr4_55872754
chr4_55871958_55877916,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,chr4_55871958,chr4_55877916
chr4_56410897_56414232,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_56410897,chr4_56414232
chr4_56410897_56414229,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,chr4_56410897,chr4_56414229
chr4_56414316_56414571,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_56414316,chr4_56414571
chr4_56414316_56416351,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,chr4_56414316,chr4_56416351
chr4_56484864_56486324,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,chr4_56484864,chr4_56486324
chr4_56484864_56486334,,,,,,,,,,,,,,,,3.0,,,,,,,9.0,,,,,,,,,,chr4_56484864,chr4_56486334
chr4_5818254_5823616,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_5818254,chr4_5823616
chr4_5818254_5828518,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_5818254,chr4_5828518
chr4_64280199_64281040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,chr4_64280199,chr4_64281040
chr4_64280199_64281473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,chr4_64280199,chr4_64281473
chr4_67701484_67728539,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,chr4_67701484,chr4_67728539
chr4_67701484_67720421,,,,,,,,,,,,,,13.0,,,,,29.0,,,,,,,,,,,,,,chr4_67701484,chr4_67720421
chr4_68320205_68321371,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_68320205,chr4_68321371
chr4_68320205_68322748,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,2.0,,,chr4_68320205,chr4_68322748
chr4_73135265_73139530,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,chr4_73135265,chr4_73139530
chr4_73135265_73141740,,13.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,2.0,,,chr4_73135265,chr4_73141740
chr4_74312305_74313017,,,,,,,,,,,,,,,,,,,368.0,73.0,,,64.0,,,,,,,,66.0,,chr4_74312305,chr4_74313017
chr4_74312305_74314579,,,,,,,,,,,,,,,,,,64.0,71.0,27.0,,,,,,,,,,,,,chr4_74312305,chr4_74314579
chr4_74446782_74450379,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_74446782,chr4_74450379
chr4_74446782_74449046,,,20.0,,,82.0,,,,8.0,,,165.0,,,,,,,,,,29.0,,,,24.0,,,4.0,31.0,,chr4_74446782,chr4_74449046
chr4_75490701_75491723,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,chr4_75490701,chr4_75491723
chr4_75490701_75491610,,34.0,,,,,,,9.0,,,,11.0,,,,,,6.0,,,,,,,,,,,,,,chr4_75490701,chr4_75491610
chr4_75509296_75514196,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_75509296,chr4_75514196
chr4_75509296_75514662,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,chr4_75509296,chr4_75514662
chr4_75521861_75526959,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,1.0,,,,,,chr4_75521861,chr4_75526959
chr4_75521861_75542408,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,chr4_75521861,chr4_75542408
chr4_75648741_75653982,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_75648741,chr4_75653982
chr4_75648741_75655065,10.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,1.0,,20.0,,chr4_75648741,chr4_75655065
chr4_78554488_78571032,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_78554488,chr4_78571032
chr4_78554488_78573179,36.0,21.0,,,8.0,,38.0,4.0,20.0,,,,,28.0,,,,,,,,9.0,,,,,,19.0,,,15.0,,chr4_78554488,chr4_78573179
chr4_82355401_82356536,,23.0,10.0,,,,,6.0,,,,,11.0,,,,,,,38.0,4.0,,,,,,,4.0,,,,,chr4_82355401,chr4_82356536
chr4_82355401_82356795,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,chr4_82355401,chr4_82356795
chr4_82424883_82426036,,,,,,,,,,,9.0,,,,89.0,,,,,,6.0,,,,,,,,9.0,,,,chr4_82424883,chr4_82426036
chr4_82424883_82425562,,,,,,,,,,,,,,,,,,,,,2.0,,19.0,,,,,,,,,,chr4_82424883,chr4_82425562
chr4_82426129_82426462,,2.0,3.0,,24.0,,24.0,37.0,14.0,,24.0,,5.0,,139.0,,,,,,21.0,,59.0,,,,3.0,6.0,37.0,20.0,,15.0,chr4_82426129,chr4_82426462
chr4_82426129_82427189,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,chr4_82426129,chr4_82427189
chr4_82829058_82830936,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,chr4_82829058,chr4_82830936
chr4_82829058_82842139,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,chr4_82829058,chr4_82842139
chr4_82829058_82842184,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,chr4_82829058,chr4_82842184
chr4_82829058_82844385,19.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,chr4_82829058,chr4_82844385
chr4_82844509_82845200,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,chr4_82844509,chr4_82845200
chr4_82844509_82848803,19.0,9.0,,,,,,,,,,,,5.0,,,,,,58.0,,14.0,21.0,,,,,,,2.0,,,chr4_82844509,chr4_82848803
chr4_82857764_82863317,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,chr4_82857764,chr4_82863317
chr4_82857764_82861630,16.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,chr4_82857764,chr4_82861630
chr4_82857764_82862595,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,chr4_82857764,chr4_82862595
chr4_82881940_82890750,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,chr4_82881940,chr4_82890750
chr4_82881940_82891087,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr4_82881940,chr4_82891087
chr4_83453945_83455268,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,chr4_83453945,chr4_83455268
chr4_83453945_83455396,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,chr4_83453945,chr4_83455396
chr4_83456958_83458345,,,,,,3.0,,,,,,14.0,8.0,,,,,73.0,,40.0,,,18.0,27.0,,,,,14.0,,,,chr4_83456958,chr4_83458345
chr4_83456958_83459739,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,chr4_83456958,chr4_83459739
chr4_8370994_8374977,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,chr4_8370994,chr4_8374977
chr4_8370994_8373560,2.0,,,,,,,,,,,,12.0,,,,,,,,4.0,,,,,,,,,,,,chr4_8370994,chr4_8373560
chr4_8406043_8410211,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr4_8406043,chr4_8410211
chr4_8406043_8408935,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,chr4_8406043,chr4_8408935
chr4_84635351_84638923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr4_84635351,chr4_84638923
chr4_84635351_84640837,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,chr4_84635351,chr4_84640837
chr4_87047594_87084119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,chr4_87047594,chr4_87084119
chr4_87047594_87084122,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,chr4_87047594,chr4_87084122
chr4_87495127_87499520,7.0,65.0,,,35.0,,50.0,,7.0,,,,,162.0,,87.0,,,,,,,,,,,,,,,,,chr4_87495127,chr4_87499520
chr4_87495127_87529044,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,chr4_87495127,chr4_87529044
chr4_87499585_87529044,,85.0,,,24.0,,44.0,,,,,,,110.0,,47.0,,,,,1.0,12.0,,,,,,,,,,,chr4_87499585,chr4_87529044
chr4_87499585_87504821,4.0,,,,6.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,chr4_87499585,chr4_87504821
chr4_87977097_87980392,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_87977097,chr4_87980392
chr4_87977097_87980045,72.0,28.0,,,,,,,,,,,,,,,,,,,,7.0,,,77.0,,,,,,,,chr4_87977097,chr4_87980045
chr4_87980126_87980392,95.0,15.0,,,,,,,,,,,,,,,,,,,,10.0,,,38.0,,,,,,,,chr4_87980126,chr4_87980392
chr4_87980126_87981474,,7.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,chr4_87980126,chr4_87981474
chr4_88805052_88822975,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_88805052,chr4_88822975
chr4_88805052_88851019,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,chr4_88805052,chr4_88851019
chr4_94455384_94455818,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,chr4_94455384,chr4_94455818
chr4_94455384_94523723,1.0,9.0,4.0,,,,9.0,,,,8.0,,10.0,,,20.0,,,,,5.0,,5.0,,,,,,,3.0,,,chr4_94455384,chr4_94523723
chr4_94523875_94549793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr4_94523875,chr4_94549793
chr4_94523875_94573350,,14.0,,,,,,,,,,,2.0,,,3.0,,,,,8.0,,10.0,,,,,,,,,,chr4_94523875,chr4_94573350
chr4_94586444_94618003,,7.0,,,,,,,,,,,,,,30.0,,,,,,,9.0,,,,,,,,,,chr4_94586444,chr4_94618003
chr4_94586444_94586988,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,chr4_94586444,chr4_94586988
chr4_99310903_99311520,,,,,,,,,,,,,,,88.0,,,,28.0,,,,29.0,69.0,,,,,,,,,chr4_99310903,chr4_99311520
chr4_99310903_99311523,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,chr4_99310903,chr4_99311523
chr4_99817014_99833218,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr4_99817014,chr4_99833218
chr4_99817014_99835622,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,chr4_99817014,chr4_99835622
chr4_99905706_99906037,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_99905706,chr4_99906037
chr4_99905706_99906516,,,2.0,,,,,,,,,,,,,,13.0,,,,,,,,,11.0,,,,,,,chr4_99905706,chr4_99906516
chr4_99923185_99924759,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr4_99923185,chr4_99924759
chr4_99923185_99930449,,,,,,,,,,2.0,,,,,,,30.0,17.0,,,,,,,,,,,,,,5.0,chr4_99923185,chr4_99930449
chr5_102755348_102867272,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_102755348,chr5_102867272
chr5_102755348_102865822,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,chr5_102755348,chr5_102865822
chr5_10290781_10307514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,chr5_10290781,chr5_10307514
chr5_10290781_10307624,,,7.0,,,27.0,,,,,,,8.0,,,,,,,,,,15.0,,,,,,3.0,,,,chr5_10290781,chr5_10307624
chr5_112161295_112161702,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,chr5_112161295,chr5_112161702
chr5_112161295_112162150,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,chr5_112161295,chr5_112162150
chr5_112864732_112867371,,,,26.0,,,,,,,,,,,92.0,,,,,,,,,,,,,,11.0,,84.0,,chr5_112864732,chr5_112867371
chr5_112864732_112867403,4.0,,28.0,,,19.0,23.0,15.0,,,,,,,,,,,,,,,26.0,,30.0,126.0,19.0,9.0,,,,,chr5_112864732,chr5_112867403
chr5_112976986_112983973,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,chr5_112976986,chr5_112983973
chr5_112976986_112985834,,,,,2.0,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,chr5_112976986,chr5_112985834
chr5_115620680_115625857,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr5_115620680,chr5_115625857
chr5_115620680_115625600,,,,,7.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,chr5_115620680,chr5_115625600
chr5_115837764_115840496,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,chr5_115837764,chr5_115840496
chr5_115837764_115841389,,,,,,4.0,,,,,,,,,20.0,,,,,,,,,,,,,,10.0,1.0,,,chr5_115837764,chr5_115841389
chr5_115870128_115895086,,,,,,1.0,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,1.0,44.0,,chr5_115870128,chr5_115895086
chr5_115870128_115902884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,chr5_115870128,chr5_115902884
chr5_116134178_116185878,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,chr5_116134178,chr5_116185878
chr5_116134178_116291516,6.0,,2.0,,,4.0,,14.0,,,,,,,,,7.0,,18.0,,,,,,,,1.0,8.0,12.0,4.0,,,chr5_116134178,chr5_116291516
chr5_116298392_116299797,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,chr5_116298392,chr5_116299797
chr5_116298392_116303529,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,chr5_116298392,chr5_116303529
chr5_116504982_116536382,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,chr5_116504982,chr5_116536382
chr5_116504982_116574184,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr5_116504982,chr5_116574184
chr5_124745172_124746194,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_124745172,chr5_124746194
chr5_124745172_124748532,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_124745172,chr5_124748532
chr5_126423689_126465425,13.0,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_126423689,chr5_126465425
chr5_126423689_126445480,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_126423689,chr5_126445480
chr5_126423689_126428615,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,chr5_126423689,chr5_126428615
chr5_126423689_126465376,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_126423689,chr5_126465376
chr5_126480527_126480590,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_126480527,chr5_126480590
chr5_126480527_126480626,80.0,,,,8.0,,27.0,7.0,12.0,,1.0,,,,,,,,,,4.0,,,,,,,13.0,,,,,chr5_126480527,chr5_126480626
chr5_126483574_126484398,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_126483574,chr5_126484398
chr5_126483574_126484401,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,chr5_126483574,chr5_126484401
chr5_126577211_126582104,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,chr5_126577211,chr5_126582104
chr5_126577211_126582850,132.0,39.0,,31.0,19.0,4.0,,,,,,,,11.0,,36.0,,,,,19.0,,,,,,,,,,,,chr5_126577211,chr5_126582850
chr5_126593404_126594107,,11.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr5_126593404,chr5_126594107
chr5_126593404_126595006,127.0,17.0,,26.0,6.0,3.0,,,3.0,,,,,13.0,,23.0,,,,,,5.0,,,,,,,,,,,chr5_126593404,chr5_126595006
